"scaffold","start","end","mid","sites","pi_S_HUE_T","pi_S_COT_S","dxy_S_HUE_T_S_COT_S","Fst_S_HUE_T_S_COT_S","S_S_HUE_T_egg","S_S_COT_S_egg","Pi_S_HUE_T_egg","Pi_S_COT_S_egg","thetaW_S_HUE_T_egg","thetaW_S_COT_S_egg","D_S_HUE_T_egg","D_S_COT_S_egg","lseff_S_HUE_T_egg","lseff_S_COT_S_egg","FstWC_S_HUE_T_S_COT_S_egg","Dxy_S_HUE_T_S_COT_S_egg","lseff_S_HUE_T_S_COT_S_egg","col"
"CM008238.1_RagTag",13300001,13350000,13325660,15357,0.047,0.0622,0.0612,0.0601,"1803","2357","613.7952","824.6222","637.3348","833.1659","-0.1854","-0.0515",13090,13659,"0.1046","0.0609",11562,"#120000"
"CM008238.1_RagTag",13350001,13400000,13375449,14426,0.0319,0.0605,0.0634,0.1641,"1240","2300","434.6857","804.4825","438.3223","813.0173","-0.0416","-0.0527",13840,13670,"0.2683","0.0609",12593,"#330000"
"CM008238.1_RagTag",13400001,13450000,13426121,15333,0.0461,0.0577,0.0558,0.0384,"1943","2347","645.9008","795.6651","686.8228","829.6311","-0.2992","-0.2056",14200,14147,"0.0718","0.0559",12285,"#0A0000"
"CM008238.1_RagTag",13450001,13500000,13474156,14288,0.0358,0.0604,0.0577,0.095,"1494","2260","455.9889","770.3341","528.1077","798.8778","-0.6855","-0.1794",12909,13132,"0.1642","0.0559",12165,"#1C0000"
"CM008238.1_RagTag",13500001,13550000,13525513,14889,0.0427,0.0595,0.0605,0.0878,"1636","2421","573.2294","799.7825","578.3027","855.789","-0.044","-0.3286",13656,14074,"0.1517","0.0572",11972,"#190000"
"CM008238.1_RagTag",13550001,13600000,13572804,13633,0.0422,0.0581,0.0592,0.0871,"1550","2092","521.2865","719.9548","547.9029","739.4922","-0.2439","-0.1327",12721,12743,"0.157","0.0572",11419,"#190000"
"CM008238.1_RagTag",13600001,13650000,13624518,12659,0.0423,0.0515,0.0531,0.0651,"1408","1873","478.9722","601.0143","497.708","662.0788","-0.189","-0.4631",11737,12119,"0.1189","0.0493",10820,"#140000"
"CM008238.1_RagTag",13650001,13700000,13676790,15350,0.0355,0.0649,0.0676,0.1549,"1378","2562","444.7937","850.2563","487.1034","905.6305","-0.436","-0.3071",13004,13559,"0.2528","0.0655",11230,"#300000"
"CM008238.1_RagTag",13700001,13750000,13725424,17076,0.0502,0.0552,0.0588,0.0576,"1978","2273","750.7452","780.9524","699.1948","803.4731","0.3702","-0.1408",15421,14660,"0.0998","0.0577",12957,"#120000"
"CM008238.1_RagTag",13750001,13800000,13775117,18100,0.0356,0.0658,0.0797,0.2318,"1397","2865","497.7484","964.2008","493.8196","1012.7367","0.0399","-0.2407",14064,15243,"0.3741","0.0793",10970,"#480000"
"CM008238.1_RagTag",13800001,13850000,13824895,20112,0.0462,0.0541,0.0694,0.1681,"1866","2506","658.9825","865.8992","659.6044","885.8353","-0.0047","-0.113",14550,16536,"0.2659","0.0748",10657,"#360000"
"CM008238.1_RagTag",13850001,13900000,13874655,13322,0.0463,0.049,0.0601,0.1209,"1519","1832","555.8698","590.0849","536.9449","647.5859","0.1769","-0.4458",12062,12417,"0.2044","0.0582",10998,"#260000"
"CM008238.1_RagTag",13900001,13950000,13924576,14671,0.0338,0.0552,0.0709,0.2379,"1147","2058","444.577","722.5405","405.4482","727.4737","0.4843","-0.0341",13432,13599,"0.375","0.0688",11761,"#4A0000"
"CM008238.1_RagTag",13950001,14000000,13974667,12963,0.0115,0.062,0.105,0.4942,"432","1828","141.8056","646.4444","152.7058","646.172","-0.3575","0.0021",12589,10575,"0.6702","0.1052",9589,"#9D0000"
"CM008238.1_RagTag",14000001,14050000,14024855,13769,0.0123,0.0888,0.1179,0.4121,"502","2582","161.9563","963.3794","177.4499","912.7002","-0.4375","0.2789",13225,11122,"0.5894","0.1149",9991,"#830000"
"CM008238.1_RagTag",14050001,14100000,14075960,13427,0.0161,0.0648,0.0904,0.3943,"571","2014","207.2437","750.4317","201.8404","711.9203","0.1342","0.2716",12925,11886,"0.5561","0.0866",10953,"#7E0000"
"CM008238.1_RagTag",14100001,14150000,14124911,13991,0.0291,0.0835,0.0958,0.2696,"1167","2656","387.3778","934.646","412.5179","938.8582","-0.3059","-0.0225",13370,11605,"0.4082","0.09",10247,"#550000"
"CM008238.1_RagTag",14150001,14200000,14175640,16089,0.0255,0.0622,0.0837,0.3237,"1011","2438","340.6937","813.773","357.3741","861.7983","-0.2342","-0.2799",13799,13493,"0.4864","0.0844",11275,"#670000"
"CM008238.1_RagTag",14200001,14250000,14225123,14008,0.0165,0.0667,0.0751,0.2975,"558","2358","205.4849","828.7532","197.2451","833.5194","0.2094","-0.0287",12519,12702,"0.4443","0.0738",10976,"#5F0000"
"CM008238.1_RagTag",14250001,14300000,14276266,13793,0.0367,0.0588,0.0635,0.1479,"1202","2125","434.9746","701.6976","424.8899","751.1572","0.1191","-0.3306",12173,12222,"0.2393","0.0609",10977,"#2E0000"
"CM008238.1_RagTag",14300001,14350000,14324124,15013,0.0446,0.0646,0.0648,0.0895,"1555","2585","609.0921","872.3389","549.6704","913.7607","0.5427","-0.2277",13728,14024,"0.151","0.0627",11847,"#1C0000"
"CM008238.1_RagTag",14350001,14400000,14375062,10493,0.0264,0.0339,0.0405,0.1525,"741","1090","270.4452","341.1571","261.9329","385.2995","0.163","-0.5749",10290,10191,"0.2624","0.0395",9742,"#300000"
"CM008238.1_RagTag",14400001,14450000,14425314,13929,0.0255,0.0494,0.0616,0.2533,"942","1859","328.746","602.9667","332.9836","657.13","-0.0638","-0.4138",13001,12427,"0.3911","0.0606",11489,"#4F0000"
"CM008238.1_RagTag",14450001,14500000,14473831,13883,0.0435,0.054,0.0561,0.0737,"1459","2066","566.3397","694.7278","515.7357","730.3016","0.4925","-0.2446",13261,13281,"0.1308","0.0544",11694,"#170000"
"CM008238.1_RagTag",14500001,14550000,14525418,16268,0.0462,0.062,0.0685,0.1229,"1924","2465","670.5325","839.9381","680.1066","871.3424","-0.0707","-0.181",14821,13756,"0.2019","0.0683",12057,"#260000"
"CM008238.1_RagTag",14550001,14600000,14574169,15105,0.046,0.062,0.0623,0.0747,"1918","2488","651.9302","852.8754","677.9857","879.4726","-0.193","-0.1519",14407,14186,"0.1302","0.0602",12535,"#170000"
"CM008238.1_RagTag",14600001,14650000,14625509,15591,0.032,0.0492,0.0793,0.3337,"1167","1900","387.8944","666.5071","412.5179","671.6229","-0.2996","-0.0382",12149,14049,"0.4828","0.0796",10371,"#690000"
"CM008238.1_RagTag",14650001,14700000,14676748,15649,0.0442,0.0645,0.0719,0.1456,"1362","2487","590.2857","891.1571","481.4476","879.1191","1.1347","0.0688",13659,14130,"0.2373","0.0733",11808,"#2E0000"
"CM008238.1_RagTag",14700001,14750000,14724171,23705,0.0408,0.0382,0.0423,0.036,"963","1575","406.5714","595.6722","354.3233","579.5007","0.7702","0.1458",12160,15407,"0.0492","0.0629",4890,"#0A0000"
"CM008238.1_RagTag",14750001,14800000,14772398,12599,0.0503,0.0546,0.0582,0.0549,"639","1022","229.3968","379.319","235.1117","361.2624","-0.1269","0.2508",4549,7038,"0.0928","0.0548",2672,"#0F0000"
"CM008238.1_RagTag",14800001,14850000,14822561,11327,0.059,0.0562,0.0596,0.018,"474","404","167.1579","121.6341","174.4021","148.6465","-0.2167","-0.9474",2612,2218,"0.0088","0.0802",291,"#050000"
"CM008238.1_RagTag",14850001,14900000,14876912,9693,0.0427,0.0482,0.0469,0.0168,"867","1088","314.7198","346.1675","306.4722","384.5925","0.135","-0.5014",7445,7336,"0.0318","0.0477",6288,"#050000"
"CM008238.1_RagTag",14900001,14950000,14929146,15413,0.0289,0.0292,0.0342,0.0859,"867","950","310.281","294.45","306.4722","335.8115","0.0623","-0.618",10803,10072,"0.1321","0.0383",8077,"#190000"
"CM008238.1_RagTag",14950001,15000000,14974511,20076,0.0423,0.0681,0.0627,0.0669,"1646","2070","623.4984","800.2857","605.6242","761.6294","0.1542","0.2653",17270,12189,"0.1065","0.0862",5737,"#140000"
"CM008238.1_RagTag",15000001,15050000,15026707,22611,0.0311,0.0215,0.0314,0.0929,"752","656","309.5159","240.2135","276.6886","241.3666","0.6195","-0.0249",10905,9209,"0.1371","0.0446",2314,"#1C0000"
"CM008238.1_RagTag",15050001,15100000,15074263,22007,0.0359,0.0162,0.0427,0.2518,"609","626","242.3825","184.65","224.0736","230.3285","0.4264","-1.0351",6934,11904,"0.3462","0.048",1891,"#4F0000"
"CM008238.1_RagTag",15100001,15150000,15125472,25567,0.0294,0.0146,0.0322,0.1957,"647","633","275.6714","187.1183","238.0552","232.9041","0.8248","-1.0261",9050,11577,"0.3161","0.0405",2883,"#3D0000"
"CM008238.1_RagTag",15150001,15200000,15175829,23540,0.0332,0.019,0.0352,0.1557,"610","661","241.3794","213.2444","224.4415","243.2063","0.3939","-0.6431",7318,11025,"0.2612","0.0476",3319,"#300000"
"CM008238.1_RagTag",15200001,15250000,15224082,21620,0.0372,0.0307,0.0419,0.1097,"846","736","347.596","266.3667","311.2746","270.8016","0.6094","-0.0855",8979,8528,"0.1247","0.0588",3281,"#210000"
"CM008238.1_RagTag",15250001,15300000,15275890,24028,0.0268,0.021,0.0289,0.1006,"584","599","237.1437","196.7714","214.8752","220.3942","0.5408","-0.5594",8572,9005,"0.0961","0.0404",3243,"#1E0000"
"CM008238.1_RagTag",15300001,15350000,15324666,25769,0.0221,0.0182,0.0328,0.2485,"762","814","269.8889","269.8103","280.3679","299.5007","-0.1951","-0.5177",12414,14375,"0.3258","0.0401",5643,"#4F0000"
"CM008238.1_RagTag",15350001,15400000,15374419,24846,0.0222,0.0186,0.0283,0.1708,"740","854","260.5056","280.2365","272.2733","314.2181","-0.2257","-0.5648",11518,15770,"0.2418","0.0359",5581,"#360000"
"CM008238.1_RagTag",15400001,15450000,15424354,21917,0.0529,0.0247,0.0473,0.1035,"1166","1223","448.3444","411.6444","429.0145","432.3131","0.2354","-0.24",8871,17155,"0.0804","0.0671",4298,"#1E0000"
"CM008238.1_RagTag",15450001,15500000,15475051,23927,0.0366,0.0197,0.0356,0.1214,"1003","996","382.8833","309.9016","369.0407","352.0718","0.1959","-0.601",10468,16597,"0.1694","0.0471",6356,"#260000"
"CM008238.1_RagTag",15500001,15550000,15519849,17981,0.0358,0.0195,0.0405,0.1965,"605","718","233.7706","231.6857","213.8589","253.8028","0.4667","-0.437",6165,11819,"0.2808","0.0525",4126,"#3D0000"
"CM008238.1_RagTag",15550001,15600000,15575324,24861,0.0314,0.0133,0.0336,0.2094,"663","693","263.4325","203.7786","243.9422","254.9803","0.4171","-1.0483",8056,15498,"0.2687","0.0399",3543,"#420000"
"CM008238.1_RagTag",15600001,15650000,15623366,24952,0.0293,0.0092,0.0338,0.2834,"708","628","260.4532","167.9206","260.4993","221.9891","-9e-04","-1.2211",8916,18776,"0.4139","0.0422",5274,"#5A0000"
"CM008238.1_RagTag",15650001,15700000,15674540,20839,0.064,0.0361,0.0626,0.1165,"1328","1776","549.8151","658.7198","488.6202","627.7907","0.6544","0.2474",8486,18852,"0.1223","0.079",5635,"#240000"
"CM008238.1_RagTag",15700001,15750000,15724920,20804,0.0363,0.0278,0.0395,0.1091,"1193","1425","445.0381","489.023","438.9488","503.7172","0.0725","-0.1464",12727,18016,"0.1587","0.046",8894,"#210000"
"CM008238.1_RagTag",15750001,15800000,15774433,14506,0.0563,0.0391,0.0574,0.0971,"1889","1647","688.0198","518.9302","667.7346","582.1911","0.1525","-0.5455",12414,13417,"0.1592","0.0595",10996,"#1E0000"
"CM008238.1_RagTag",15800001,15850000,15824284,13911,0.0395,0.0262,0.044,0.1512,"1331","1058","504.3579","329.8889","470.4895","373.9879","0.3613","-0.5917",13145,12837,"0.2289","0.0451",10704,"#2E0000"
"CM008238.1_RagTag",15850001,15900000,15873038,13443,0.065,0.0552,0.0619,0.0156,"1678","1578","674.6357","586.7786","593.1491","557.8005","0.6897","0.2608",10874,10751,"0.0169","0.0669",8832,"#020000"
"CM008238.1_RagTag",15900001,15950000,15925547,14236,0.0411,0.0467,0.0494,0.0616,"1138","1389","437.0952","540.7135","418.7122","490.9917","0.2294","0.5083",11634,11622,"0.0824","0.053",6646,"#120000"
"CM008238.1_RagTag",15950001,16000000,15973535,15869,0.0354,0.0374,0.0367,0.005,"1103","1129","406.8984","410.6825","389.8948","399.0854","0.2189","0.1458",11493,11093,"0.0094","0.0372",8999,"#000000"
"CM008238.1_RagTag",16000001,16050000,16024517,14389,0.055,0.0398,0.0497,0.0246,"1884","1770","709.0667","533.396","665.9672","625.6698","0.3249","-0.7405",13312,13491,"0.0388","0.0508",11712,"#070000"
"CM008238.1_RagTag",16050001,16100000,16074051,14565,0.0859,0.0593,0.0758,0.0224,"2644","2318","1082.1833","759.8246","934.6164","819.38","0.7929","-0.365",13023,13032,"0.0331","0.0766",12030,"#050000"
"CM008238.1_RagTag",16100001,16150000,16124516,13016,0.0443,0.0484,0.0481,0.0191,"1390","1624","533.323","582.4087","491.3452","574.0609","0.4288","0.073",12205,12282,"0.0342","0.0483",11301,"#050000"
"CM008238.1_RagTag",16150001,16200000,16175425,13776,0.0409,0.034,0.038,0.0081,"1381","1323","540.0413","452.8587","488.1638","467.6617","0.5334","-0.1589",13609,13546,"0.013","0.0384",12439,"#020000"
"CM008238.1_RagTag",16200001,16250000,16224759,13561,0.0464,0.0297,0.039,0.0126,"1782","1268","607.6849","388.019","629.9116","448.2199","-0.1772","-0.6741",13210,13273,"0.0245","0.0388",12848,"#020000"
"CM008238.1_RagTag",16250001,16300000,16275493,14170,0.0447,0.0257,0.0361,0.0132,"1789","1101","569.3302","335.6722","632.386","389.1878","-0.5006","-0.69",13235,13324,"0.0212","0.0364",11948,"#020000"
"CM008238.1_RagTag",16300001,16350000,16324951,15562,0.0468,0.0374,0.045,0.0343,"1978","1518","661.8794","536.2135","699.1948","536.5914","-0.268","-0.0035",14694,14662,"0.0629","0.0442",13683,"#0A0000"
"CM008238.1_RagTag",16350001,16400000,16375051,18233,0.0391,0.0546,0.0533,0.0673,"1589","1438","638.646","550.2214","561.6889","529.0933","0.6878","0.2087",16540,9008,"0.0191","0.0568",6388,"#140000"
"CM008238.1_RagTag",16400001,16450000,16426047,16289,0.0328,0.0451,0.044,0.0639,"1204","1756","502.9143","622.3714","425.5969","620.721","0.9118","0.0133",15791,14317,"0.0928","0.0474",10733,"#120000"
"CM008238.1_RagTag",16450001,16500000,16475544,14754,0.0457,0.048,0.0478,0.0103,"1433","1672","617.6738","626.2929","506.5451","591.0282","1.1013","0.2996",13748,13394,"0.0135","0.0492",12106,"#020000"
"CM008238.1_RagTag",16500001,16550000,16525687,14761,0.0264,0.0291,0.0296,0.0344,"876","1207","328.5952","374.219","309.6535","426.6573","0.3069","-0.6168",12446,12995,"0.0601","0.0302",11625,"#0A0000"
"CM008238.1_RagTag",16550001,16600000,16575344,12499,0.037,0.041,0.0382,0,"1130","1260","407.131","442.7048","399.4389","445.3921","0.0966","-0.0303",11068,10925,"-0.023","0.0388",10250,"#000000"
"CM008238.1_RagTag",16600001,16650000,16625201,14923,0.0255,0.0315,0.0283,0,"927","1159","333.0992","398.8603","327.6813","409.69","0.083","-0.1327",13105,12946,"-0.0116","0.0292",11887,"#000000"
"CM008238.1_RagTag",16650001,16700000,16675004,15313,0.0397,0.0472,0.0437,0.0027,"1397","1680","584.1563","686.1437","493.8196","593.8561","0.9183","0.7802",14855,14667,"0.0011","0.0443",13803,"#000000"
"CM008238.1_RagTag",16700001,16750000,16727178,15248,0.028,0.038,0.0337,0.0108,"1124","1348","393.6548","476.9516","397.318","476.4988","-0.0463","0.0048",14502,12794,"0.0087","0.0363",11042,"#020000"
"CM008238.1_RagTag",16750001,16800000,16772133,19094,0.0169,0.0262,0.0244,0.0653,"899","1104","288.1429","355.8333","317.7837","390.2483","-0.4679","-0.4426",17887,13402,"0.0971","0.0285",11247,"#140000"
"CM008238.1_RagTag",16800001,16850000,16825201,18725,0.0095,0.0166,0.0172,0.146,"510","769","162.2873","256.8643","180.2777","271.8306","-0.5","-0.2761",17293,15705,"0.2517","0.0191",12586,"#2E0000"
"CM008238.1_RagTag",16850001,16900000,16875221,14040,0.016,0.0316,0.0318,0.1501,"642","1092","212.0556","396.1786","226.9379","386.0065","-0.3288","0.1322",13249,12749,"0.2519","0.0329",11963,"#2E0000"
"CM008238.1_RagTag",16900001,16950000,16924671,14179,0.0185,0.031,0.0313,0.1229,"759","1282","251.0341","421.7373","268.2957","453.1687","-0.3227","-0.3481",13831,13760,"0.2085","0.0316",13040,"#260000"
"CM008238.1_RagTag",16950001,17000000,16975026,12283,0.0306,0.0311,0.0382,0.1124,"1078","1162","362.819","367.5056","381.0577","410.7505","-0.2402","-0.5284",12068,12018,"0.1849","0.0375",11358,"#240000"
"CM008238.1_RagTag",17000001,17050000,17024358,13234,0.0199,0.0237,0.0248,0.0687,"789","1011","252.1325","294.3119","278.9003","357.3741","-0.4814","-0.8854",12893,12460,"0.1154","0.0253",11438,"#140000"
"CM008238.1_RagTag",17050001,17100000,17076411,15784,0.0248,0.0331,0.0315,0.0449,"1020","1088","339.2254","378.7833","360.5555","384.5925","-0.2968","-0.0758",14027,11508,"0.0604","0.0342",10364,"#0C0000"
"CM008238.1_RagTag",17100001,17150000,17125242,12600,0.0127,0.0131,0.0151,0.0818,"546","570","150.873","155.4722","193.0032","201.4869","-1.094","-1.1447",12344,12210,"0.1433","0.015",11348,"#190000"
"CM008238.1_RagTag",17150001,17200000,17175447,14323,0.0124,0.0147,0.0162,0.0915,"536","644","168.3881","196.9754","189.4684","227.6448","-0.5576","-0.6755",13709,13563,"0.1526","0.0167",12335,"#1C0000"
"CM008238.1_RagTag",17200001,17250000,17225511,14851,0.006,0.0079,0.0091,0.138,"334","406","85.746","113.1992","118.0642","143.5152","-1.3696","-1.0577",14397,14460,"0.2322","0.0089",13578,"#2B0000"
"CM008238.1_RagTag",17250001,17300000,17273922,16291,0.0126,0.0138,0.0153,0.0774,"599","705","182.5603","198.6627","211.738","249.2075","-0.6908","-1.0171",14758,14446,"0.1195","0.0151",12816,"#170000"
"CM008238.1_RagTag",17300001,17350000,17327078,16983,0.0062,0.009,0.0098,0.1308,"383","497","100.427","141.4452","135.385","175.6824","-1.2927","-0.9764",16382,15925,"0.2126","0.0099",14922,"#290000"
"CM008238.1_RagTag",17350001,17400000,17375289,15231,0.0143,0.0143,0.0169,0.0879,"648","687","203.1159","205.7984","229.0588","242.8447","-0.5679","-0.765",14817,14750,"0.151","0.0166",14202,"#190000"
"CM008238.1_RagTag",17400001,17450000,17424541,13789,0.0142,0.0155,0.0178,0.0958,"676","737","191.9738","211.4246","238.9564","260.519","-0.9859","-0.9451",13741,13758,"0.1658","0.0176",13470,"#1C0000"
"CM008238.1_RagTag",17450001,17500000,17475298,15480,0.0191,0.0228,0.0237,0.0653,"862","972","263.7056","302.6071","304.7047","343.5882","-0.675","-0.5984",14524,14121,"0.0964","0.0242",12115,"#140000"
"CM008238.1_RagTag",17500001,17550000,17524581,14051,0.0053,0.0052,0.0073,0.1689,"286","242","68.6675","64.9635","101.0969","85.5436","-1.6039","-1.2018",13028,12966,"0.252","0.0067",10347,"#360000"
"CM008238.1_RagTag",17550001,17600000,17575388,15050,0.0175,0.0196,0.0209,0.0611,"829","836","251.1833","269.1722","293.0397","295.5141","-0.7165","-0.4471",14545,14215,"0.0956","0.022",12143,"#120000"
"CM008238.1_RagTag",17600001,17650000,17626902,18135,0.0074,0.0084,0.0105,0.1516,"476","441","125.9976","129.0603","168.2592","155.8872","-1.2583","-0.8619",17484,16456,"0.2209","0.0112",12872,"#2E0000"
"CM008238.1_RagTag",17650001,17700000,17673849,14686,0.0085,0.0122,0.0137,0.1451,"447","599","116.4603","168.0167","158.0081","211.738","-1.3171","-1.0351",14108,14076,"0.2254","0.0133",13036,"#2E0000"
"CM008238.1_RagTag",17700001,17750000,17725037,12853,0.0118,0.0183,0.0178,0.0876,"424","651","141.0333","215.5563","149.878","230.1192","-0.2955","-0.3173",12236,11950,"0.153","0.018",11158,"#190000"
"CM008238.1_RagTag",17750001,17800000,17775644,13369,0.0089,0.0135,0.0155,0.1681,"385","569","113.6889","173.5532","136.092","201.1334","-0.8241","-0.6873",13024,12906,"0.2733","0.0155",12414,"#360000"
"CM008238.1_RagTag",17800001,17850000,17826135,12645,0.0427,0.0396,0.0449,0.0455,"1323","1385","520.496","481.4452","467.6617","489.5778","0.5671","-0.0834",12476,12445,"0.0815","0.0442",12081,"#0C0000"
"CM008238.1_RagTag",17850001,17900000,17874572,13701,0.0157,0.0128,0.0191,0.1505,"590","592","195.3143","166.1024","208.5566","209.2636","-0.3183","-1.0339",12405,12845,"0.2405","0.0194",11896,"#2E0000"
"CM008238.1_RagTag",17900001,17950000,17925930,13489,0.0155,0.0186,0.0204,0.0937,"594","755","182.8937","212.7476","209.9705","266.8818","-0.6464","-1.0173",11942,11556,"0.1581","0.0212",10566,"#1C0000"
"CM008238.1_RagTag",17950001,18000000,17975241,17300,0.0152,0.0178,0.0177,0.0378,"417","456","163.3738","172.4397","147.4036","161.1895","0.5426","0.3496",10852,9581,"0.0483","0.0216",7345,"#0A0000"
"CM008238.1_RagTag",18000001,18050000,18026568,14718,0.0143,0.0188,0.0294,0.2905,"561","787","187.55","236.1278","198.3055","278.1933","-0.2718","-0.7584",13099,12742,"0.435","0.03",11126,"#5C0000"
"CM008238.1_RagTag",18050001,18100000,18073253,17434,0.0107,0.0147,0.0148,0.0805,"377","568","122.6968","169.2627","133.2641","200.7799","-0.3969","-0.7868",11824,11695,"0.1449","0.0157",9505,"#190000"
"CM008238.1_RagTag",18100001,18150000,18125503,13392,0.0303,0.0364,0.0379,0.0665,"1011","1268","383.3984","450.8952","357.3741","448.2199","0.3654","0.03",12795,12726,"0.1164","0.0379",11947,"#140000"
"CM008238.1_RagTag",18150001,18200000,18174567,12764,0.0044,0.0243,0.0229,0.2394,"182","748","53.5111","290.5944","64.3344","264.4074","-0.8388","0.4967",12287,12187,"0.3771","0.0235",11604,"#4A0000"
"CM008238.1_RagTag",18200001,18250000,18223842,13736,0.0097,0.0225,0.0228,0.1779,"387","733","119.7698","262.881","136.799","259.1051","-0.6232","0.0731",12483,11907,"0.294","0.0252",10016,"#380000"
"CM008238.1_RagTag",18250001,18300000,18274274,11896,0.0161,0.0394,0.0386,0.1706,"444","1073","187.2841","449.7421","156.9477","379.2902","0.9681","0.9321",11622,11523,"0.2833","0.0384",11214,"#360000"
"CM008238.1_RagTag",18300001,18350000,18327607,9461,0.0048,0.0044,0.0057,0.1028,"48","44","18.373","14.2159","17.661","16.1892","0.2053","-0.6193",3040,2946,"0.2134","0.0103",1151,"#1E0000"
"CM008238.1_RagTag",18350001,18400000,18364819,1954,3e-04,0.0012,0.002,0.4748,"1","2","0.2","0.4","0.3679","0.7359","-1.2542","-1.5702",732,714,"0.8","0.004",250,"#970000"
"CM008238.1_RagTag",18400001,18450000,18430439,7945,0.0019,0.002,0.0018,0,"12","19","4.1","6.454","4.4152","6.9908","-0.3383","-0.3765",2310,3164,"-0.0568","0.0034",776,"#000000"
"CM008238.1_RagTag",18450001,18500000,18466622,3295,0.0034,0.0018,0.0026,0.0034,"7","5","2.2794","1.1556","2.4744","1.8397","-0.3339","-1.5752",496,724,"0.0101","0.0032",347,"#000000"
"CM008238.1_RagTag",18500001,18550000,18532953,9747,0.012,0.0163,0.0149,0.0268,"248","324","68.9024","95.7683","91.2484","119.2116","-1.2741","-1.0244",5752,6055,"0.0534","0.0171",2716,"#070000"
"CM008238.1_RagTag",18550001,18600000,18574581,14370,0.0199,0.0227,0.0222,0.0221,"697","755","203.2762","230.2349","256.452","277.7924","-1.0825","-0.8939",10503,10541,"0.0499","0.0254",4884,"#050000"
"CM008238.1_RagTag",18600001,18650000,18624588,14102,0.0137,0.0156,0.0152,0.0205,"492","564","135.673","158.7151","181.025","207.5164","-1.3068","-1.2271",10230,10345,"0.0462","0.0171",4780,"#050000"
"CM008238.1_RagTag",18650001,18700000,18674968,13907,0.0149,0.0167,0.0164,0.0192,"642","681","174.05","194.1587","226.9379","250.565","-1.1684","-1.1751",12262,11933,"0.0554","0.0183",5949,"#050000"
"CM008238.1_RagTag",18700001,18750000,18725021,13633,0.0181,0.0212,0.0208,0.031,"697","715","205.3976","216.2143","256.452","263.0749","-1.0393","-0.9299",11346,10672,"0.0614","0.0254",4421,"#070000"
"CM008238.1_RagTag",18750001,18800000,18774360,12416,0.0198,0.0224,0.0225,0.0339,"573","638","166.619","184.6206","210.8279","234.7438","-1.0942","-1.1145",8364,8282,"0.0698","0.0253",3586,"#0A0000"
"CM008238.1_RagTag",18800001,18850000,18824157,11653,0.0133,0.0182,0.0168,0.0342,"422","452","114.8357","132.7286","155.2694","166.3075","-1.3578","-1.053",8801,8048,"0.0876","0.0212",2940,"#0A0000"
"CM008238.1_RagTag",18850001,18900000,18875541,13434,0.016,0.0176,0.0177,0.0272,"618","649","175.8754","193.3413","227.385","238.7911","-1.1823","-0.9935",11509,11137,"0.0487","0.021",4917,"#070000"
"CM008238.1_RagTag",18900001,18950000,18926274,13316,0.0169,0.0162,0.0173,0.0238,"618","568","171.219","163.1802","218.4542","200.7799","-1.084","-0.9386",10496,10423,"0.0488","0.0165",6141,"#050000"
"CM008238.1_RagTag",18950001,19000000,18975059,14657,0.0167,0.0168,0.0179,0.0341,"581","634","169.877","181.3937","213.7714","224.11","-1.0715","-0.9556",10146,11243,"0.0729","0.0205",4987,"#0A0000"
"CM008238.1_RagTag",19000001,19050000,19024539,12572,0.0238,0.0296,0.0279,0.0224,"851","1042","240.231","310.6405","313.1143","368.3322","-1.2156","-0.786",10394,10889,"0.0341","0.0325",5972,"#050000"
"CM008238.1_RagTag",19050001,19100000,19077117,13079,0.0249,0.0255,0.026,0.0168,"833","900","250.1937","263.2024","294.4536","318.1372","-0.754","-0.8663",10383,10570,"0.0264","0.0295",6306,"#050000"
"CM008238.1_RagTag",19100001,19150000,19126075,19069,0.0104,0.0111,0.0116,0.0391,"294","454","90.8635","138.9619","113.3884","167.0434","-1.0895","-0.8767",10576,12880,"0.0745","0.0209",1600,"#0A0000"
"CM008238.1_RagTag",19150001,19200000,19172852,16885,0.0146,0.016,0.0166,0.0442,"543","769","157.9635","222.273","199.7898","282.9435","-1.0923","-1.1196",12127,14765,"0.0516","0.0225",3905,"#0C0000"
"CM008238.1_RagTag",19200001,19250000,19223260,14661,0.0148,0.0193,0.0181,0.0326,"570","728","157.5516","211.7905","209.724","267.8581","-1.2981","-1.0928",10967,11653,"0.0629","0.0237",5010,"#0A0000"
"CM008238.1_RagTag",19250001,19300000,19273934,11642,0.0249,0.0328,0.0314,0.044,"948","1081","265.1294","334.1944","348.8042","382.1181","-1.2529","-0.6294",11140,10650,"0.0873","0.0363",6308,"#0C0000"
"CM008238.1_RagTag",19300001,19350000,19325300,11864,0.0232,0.0272,0.0267,0.0308,"738","880","219.8206","256.5841","260.8725","311.0675","-0.7892","-0.8787",9632,9744,"0.053","0.0307",6712,"#070000"
"CM008238.1_RagTag",19350001,19400000,19374466,15940,0.0166,0.0185,0.0184,0.0257,"583","689","184.1071","212.1087","214.5072","253.5085","-0.7396","-0.8525",11366,11722,"0.0373","0.0232",6142,"#070000"
"CM008238.1_RagTag",19400001,19450000,19423850,13601,0.0264,0.026,0.0274,0.0231,"775","803","260.5952","261.0619","273.9515","283.8491","-0.2445","-0.4027",10039,10051,"0.0199","0.0343",6408,"#050000"
