# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "12" "-p" "--countReadPairs" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/scratch/leuven/357/vsc35707/annotation/func-annotation/results/08_minimal_annotation/braker.minimal.annotated.gtf" "-o" "/scratch/leuven/357/vsc35707/rna-seq/counts/gene_counts.txt" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam
g11680	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4878328;4878328;4878544;4878544;4878828;4878828;4879154;4879154;4879398;4879398;4879649	4878459;4878459;4878770;4878770;4879082;4879082;4879341;4879341;4879642;4879578;4879898	-;-;-;-;-;-;-;-;-;-;-	1297	972	911	979	949	1085	785	954	868	929	1500	1054	1130
g11681	CHR8;CHR8;CHR8;CHR8	4880416;4880755;4881189;4881473	4880699;4881103;4881421;4881680	+;+;+;+	1074	604	299	482	647	478	727	417	363	505	504	620	625
g11682	CHR8;CHR8;CHR8;CHR8	4882280;4882764;4882990;4883260	4882572;4882933;4883202;4883495	-;-;-;-	912	145	116	99	134	115	127	82	94	99	107	101	122
g11683	CHR8	4882986	4883495	-	510	0	0	0	0	0	0	0	0	0	0	0	0
g11684	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4884667;4903098;4903098;4903377;4903377;4903377;4908915;4908915;4908915;4912517;4912517;4912517	4884802;4903125;4903116;4903899;4903899;4903899;4909538;4909538;4909538;4912634;4912634;4912634	+;+;+;+;+;+;+;+;+;+;+;+	1429	7132	11329	13182	13116	10237	15432	11074	10844	11327	12768	15539	15864
g11685	CHR8;CHR8;CHR8;CHR8	4916403;4917475;4917646;4918180	4916641;4917584;4918123;4918225	-;-;-;-	873	1059	820	1416	1219	884	1615	1476	1677	1981	2516	2099	2841
g11686	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4918405;4918555;4919036;4919251;4919991;4920535	4918495;4918783;4919189;4919473;4920480;4920616	+;+;+;+;+;+	1269	656	586	607	637	550	559	581	731	683	626	842	631
g11687	CHR8;CHR8	4920762;4920949	4920892;4921171	-;-	354	748	481	552	611	499	585	361	340	410	911	492	405
g11688	CHR8	4921430	4923352	+	1923	567	352	414	548	317	578	490	435	428	364	557	578
g11689	CHR8;CHR8;CHR8	4923840;4923947;4924176	4923889;4924074;4924234	-;-;-	237	224	110	102	118	181	81	141	146	76	190	144	151
g11690	CHR8;CHR8;CHR8;CHR8;CHR8	4924707;4924785;4925372;4926558;4927002	4924726;4925311;4926498;4926857;4927190	+;+;+;+;+	2163	1012	830	890	941	914	877	742	896	822	793	866	839
g11691	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4926943;4927231;4927260;4927653;4927653;4928998;4928998;4929201;4929201;4929424;4929424;4929593;4929593;4931304;4931304;4931649;4931649;4932856;4932856;4933100;4933100	4926962;4927500;4927500;4927754;4927754;4929141;4929141;4929362;4929362;4929530;4929530;4929768;4929768;4931486;4931486;4931800;4931800;4933038;4933038;4933207;4933207	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1607	1100	714	983	1510	1294	1612	890	687	866	1013	1278	1674
g11692	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4936021;4936329;4938405;4938602;4938824;4940384;4940631;4942592;4942812	4936266;4936430;4938548;4938763;4938933;4940556;4940813;4942743;4942964	-;-;-;-;-;-;-;-;-	1425	139	146	299	289	155	415	183	120	208	195	179	241
g11693	CHR8;CHR8	4957723;4960425	4960365;4960427	-;-	2646	252	139	278	177	124	311	280	270	364	229	285	453
g11694	CHR8;CHR8;CHR8;CHR8	4963481;4963862;4965363;4968266	4963789;4964003;4965421;4968406	-;-;-;-	651	55438	63299	36088	52682	41060	40570	35324	62420	44813	49503	47929	42786
g11695	CHR8	4970230	4971552	-	1323	1325	1992	1514	1727	1678	1674	1262	2766	1964	2467	1962	1383
g11696	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4972462;4972565;4974177;4974760;4975075;4975232	4972515;4972744;4974698;4974999;4975173;4975327	-;-;-;-;-;-	1191	674	1117	863	790	716	801	1136	1354	1336	1192	1952	1356
g11697	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4975663;4976078;4976288;4977015;4977910;4978129;4978371;4979421;4979708;4979909;4981507;4981887;4982472;4983887;4984136;4985489;4985768;4986028;4986338;4986756;4986901	4976022;4976231;4976375;4977853;4978067;4978317;4978649;4979651;4979846;4980310;4981829;4982417;4982640;4984080;4984314;4985709;4985967;4986274;4986693;4986844;4986976	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5424	219	243	250	135	162	152	236	306	231	252	275	291
g11698	CHR8;CHR8;CHR8;CHR8;CHR8	4987113;4987230;4987483;4989195;4989507	4987178;4987413;4988501;4989436;4989687	+;+;+;+;+	1692	294	223	184	210	292	310	294	216	260	335	280	250
g11699	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	4989724;4989724;4990337;4990614;4990930;4991138	4990278;4990278;4990554;4990870;4991077;4991282	-;-;-;-;-;-	1323	915	951	823	862	719	822	1198	1211	1071	1046	1345	1516
g11700	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5059852;5062059;5066464;5072471;5075546;5086457;5092172;5095219;5100922;5105847;5113345;5119934;5224212	5059998;5062295;5066728;5072666;5075797;5086750;5092300;5095365;5101050;5105900;5113542;5120075;5224709	-;-;-;-;-;-;-;-;-;-;-;-;-	2688	783	953	1200	1185	879	716	1128	828	1133	625	1303	986
g11701	CHR8;CHR8;CHR8;CHR8	5225192;5225960;5226899;5227053	5225227;5226659;5226999;5227259	+;+;+;+	1044	281	153	214	186	166	230	209	326	316	405	306	464
g11702	CHR8	5233048	5233479	-	432	0	0	0	0	0	0	0	0	0	0	0	0
g11703	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5233048;5233546;5234819;5234819;5234940;5234940	5233568;5233568;5234875;5234875;5235129;5235129	-;-;-;-;-;-	768	19	77	54	23	36	24	52	83	60	79	71	86
g11704	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5235707;5235766;5235793;5236380;5236380;5239048;5239048;5243972;5243972;5244207;5244207;5245407;5245407;5247407;5247407;5250005;5250005	5235712;5235984;5235984;5236725;5236725;5240819;5240819;5244145;5244145;5245344;5245344;5245702;5245702;5248332;5248332;5250365;5250365	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5238	467	591	578	452	472	418	508	710	618	516	620	540
g11705	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5298074;5298074;5344304;5344304;5345530;5345530;5398856;5398856;5442693;5442693;5442719;5448431;5448431;5448431;5448811;5448811;5448811;5451790;5451790;5451790	5298127;5298127;5344531;5344531;5345805;5345796;5398928;5398928;5442876;5442876;5442876;5448720;5448720;5448720;5449197;5449197;5449197;5451911;5451911;5451911	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1614	97	227	148	95	95	139	149	196	154	121	287	208
g11706	CHR8;CHR8;CHR8	5545335;5548369;5557547	5545691;5548428;5557741	+;+;+	612	48	194	294	109	96	108	154	249	134	248	176	139
g11707	CHR8	5612909	5613463	+	555	12667	7316	9966	9340	8987	5492	4084	5058	5958	3449	5344	2841
g11708	CHR8;CHR8;CHR8	5615507;5615968;5616186	5615914;5616132;5616455	+;+;+	843	1710	995	900	869	875	688	1114	1135	847	1509	1306	1114
g11709	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5616537;5617232;5617389;5619600;5619923;5620164;5620411	5616580;5617333;5618109;5619867;5620103;5620315;5620541	-;-;-;-;-;-;-	1599	273	269	296	193	267	188	478	408	486	555	473	350
g11710	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5621087;5621087;5621087;5621087;5621833;5621833;5622701;5622701;5622701;5622701;5623136;5623136;5623136;5623136;5624521;5624521;5624521;5624521;5624794;5624794;5625778;5625778;5625778;5625778;5626671;5626671;5626671;5626671;5631247;5631247;5631247;5631247;5631580;5631580;5631580;5631580	5621200;5621200;5621200;5621200;5621976;5621976;5623056;5623056;5623056;5623056;5623289;5623289;5623289;5623289;5624643;5624643;5624643;5624643;5624841;5624841;5625903;5625903;5625903;5625903;5626865;5626865;5626865;5626865;5631514;5631514;5631514;5631514;5631800;5631800;5631800;5631800	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1749	140	440	375	252	259	284	428	495	516	418	554	540
g11711	CHR8;CHR8;CHR8	5638431;5640694;5642475	5638672;5642407;5642765	-;-;-	2247	15024	16237	26332	27556	19307	34420	22763	15380	16763	21466	37343	34343
g11712	CHR8;CHR8;CHR8;CHR8	5647204;5655640;5674832;5675057	5655578;5656601;5674971;5678572	-;-;-;-	12993	3604	7230	5686	4695	3657	6022	6347	7530	10254	5577	9621	6128
g11713	CHR8;CHR8;CHR8;CHR8;CHR8	5684053;5684053;5684617;5695773;5700914	5684286;5684229;5684703;5696005;5701163	+;+;+;+;+	804	1470	3145	2950	2120	2418	2374	1972	2750	2014	2462	2862	2575
g11714	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5703766;5703953;5704203;5704955;5705436;5707750;5707765;5707934;5707934;5708247;5708247;5708714;5708714	5703898;5704140;5704677;5705374;5705578;5707870;5707870;5708187;5708187;5708365;5708365;5708840;5708840	+;+;+;+;+;+;+;+;+;+;+;+;+	1980	6674	9262	6919	6921	6060	5663	5314	7440	5308	8301	7528	7013
g11715	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5709263;5709263;5709438;5709438;5709901;5709901;5710157;5710157;5710404;5710404;5710643	5709377;5709377;5709647;5709647;5710098;5710098;5710349;5710349;5710557;5710583;5710661	-;-;-;-;-;-;-;-;-;-;-	915	412	243	249	257	204	237	303	306	501	369	199	324
g11716	CHR8;CHR8;CHR8;CHR8	5710825;5711322;5711803;5712059	5711268;5711746;5712003;5712242	+;+;+;+	1254	202	121	108	108	115	60	86	81	76	110	93	81
g11717	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5712360;5712553;5712582;5712774;5712774;5712972;5712972	5712498;5712721;5712721;5712919;5712919;5713276;5713276	+;+;+;+;+;+;+	759	696	516	630	595	534	489	400	518	446	440	467	359
g11718	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5715297;5715682;5715859;5716611;5716782;5717111;5717335;5718276;5718425	5715633;5715798;5715984;5716727;5717057;5717275;5717489;5718358;5718569	-;-;-;-;-;-;-;-;-	1521	606	431	838	911	718	1083	705	501	925	616	914	974
g11719	CHR8;CHR8	5719163;5720027	5719961;5720448	+;+	1221	815	605	619	667	623	637	566	655	642	647	638	614
g11720	CHR8;CHR8;CHR8	5744458;5770406;5772701	5744467;5770804;5773140	+;+;+	849	84	148	169	120	119	166	130	155	72	125	143	159
g11721	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5786819;5786994;5787463;5787683;5787880;5788067;5788285;5788594	5786932;5787257;5787623;5787824;5788014;5788224;5788537;5788701	-;-;-;-;-;-;-;-	1335	939	583	817	849	803	892	780	1042	744	979	913	1061
g11722	CHR8;CHR8;CHR8;CHR8;CHR8	5788916;5789085;5789289;5789652;5789789	5789025;5789228;5789450;5789736;5790052	+;+;+;+;+	765	2394	1609	1398	1736	1409	1379	1604	1697	1718	1839	1745	1905
g11723	CHR8;CHR8	5794457;5797091	5795774;5797512	-;-	1740	802	1046	1097	989	848	1110	976	1215	1057	1073	1394	1288
g11724	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5798991;5798991;5798991;5798991;5798991;5798991;5800055;5800055;5800055;5800055;5800055;5800055;5800378;5800378;5800378;5800378;5800378;5800378;5800624;5800624;5800624;5800624;5800624;5800624;5800925;5800925;5800925;5800925;5800925;5800925;5801292;5801292;5801292;5801292;5801292;5801292;5801463;5801463;5801463;5801463;5801463;5801573;5801573;5801573;5801573;5801573;5801573;5801829;5801829;5801829;5801829;5801829;5801829;5803417;5803417;5803417;5803417;5803417;5803417;5804098;5804098;5804098;5804098;5804098;5804098;5804618;5804618;5804618;5804618;5804618;5804618;5805111;5805111;5805111;5805111;5805111;5805111;5805399;5805399;5805399;5805399;5805399;5805399;5805720;5805720;5805720;5805720;5805720;5805720;5806610;5806610;5806610;5806610;5806610;5806610;5806977;5806977;5806977;5806977;5806977;5806977;5807475;5807475;5807475;5807475;5807475;5807481;5808304;5808304;5808304;5808304;5808304;5808304;5808720;5808720;5808720;5808720;5808720;5808720;5809020;5809020;5809020;5809020;5809020;5809020;5809332;5809332;5809332;5809332;5809332;5809344;5809690;5809690;5809690;5809690;5809690;5809690;5810433;5810433;5810433;5810433;5810433;5810433;5810990;5810990;5810990;5810990;5810990;5810990;5811257;5811257;5811257;5811257;5811257;5811257;5811564;5811564;5811564;5811564;5811564;5811564;5811851;5811851;5811851;5811851;5811851;5811851;5812117;5813380;5813380;5813380;5813380;5813380;5814702;5814702;5814702;5814702;5814702;5815624;5815624;5815624;5815624;5815624;5815929;5815929;5815929;5815929;5815929;5816220;5816220;5816220;5816220;5816220;5816504;5816504;5816504;5816504;5816504;5816778;5816778;5816778;5816778;5816778	5799991;5799991;5799991;5799991;5799991;5799991;5800314;5800314;5800314;5800314;5800314;5800314;5800567;5800567;5800567;5800567;5800567;5800567;5800866;5800866;5800866;5800866;5800866;5800866;5801233;5801233;5801233;5801233;5801233;5801233;5801514;5801405;5801405;5801405;5801405;5801405;5801514;5801514;5801514;5801514;5801514;5801769;5801769;5801769;5801769;5801769;5801769;5803359;5803359;5803359;5803359;5803359;5803359;5804037;5804037;5804037;5804037;5804037;5804037;5804555;5804555;5804555;5804555;5804555;5804555;5805053;5805053;5805053;5805053;5805053;5805053;5805340;5805340;5805340;5805340;5805340;5805340;5805663;5805663;5805663;5805663;5805663;5805663;5806552;5806552;5806552;5806552;5806552;5806552;5806913;5806913;5806913;5806913;5806913;5806913;5807300;5807300;5807300;5807300;5807300;5807300;5808242;5808242;5808242;5808242;5808242;5808242;5808663;5808663;5808663;5808663;5808663;5808663;5808962;5808962;5808962;5808962;5808962;5808962;5809201;5809201;5809201;5809201;5809201;5809201;5809494;5809494;5809494;5809494;5809521;5809494;5810374;5810374;5810374;5810374;5810374;5810374;5810935;5810935;5810935;5810935;5810935;5810935;5811199;5811199;5811199;5811199;5811199;5811199;5811440;5811440;5811440;5811440;5811440;5811440;5811790;5811790;5811790;5811790;5811790;5811790;5812050;5812050;5812050;5812050;5812050;5812050;5812141;5814642;5814642;5814642;5814642;5814642;5814907;5814907;5814907;5814907;5814907;5815866;5815866;5815866;5815866;5815866;5816164;5816164;5816164;5816164;5816164;5816354;5816354;5816354;5816354;5816354;5816685;5816685;5816685;5816685;5816685;5816952;5816952;5816952;5816952;5816952	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13642	2170	6669	10028	6723	5834	10013	6695	9245	11687	8111	9577	11393
g11725	CHR8;CHR8;CHR8;CHR8;CHR8	5817253;5817392;5817599;5818087;5819905	5817333;5817545;5817774;5819848;5820098	+;+;+;+;+	2367	160	108	186	139	137	166	87	130	94	85	122	99
g11726	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5820415;5820606;5820892;5821075;5821324;5821572;5821825;5822728;5823666	5820555;5820839;5821015;5821262;5821487;5821765;5822033;5823607;5823784	-;-;-;-;-;-;-;-;-	2253	1505	1662	2130	3065	2015	2712	2075	2279	3111	2055	2613	2486
g11727	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5824183;5824733;5826510;5827019;5827503;5827910;5828128	5824287;5824940;5826825;5827336;5827854;5828075;5828258	+;+;+;+;+;+;+	1596	4981	5198	6307	6491	5439	6222	7886	9721	8646	10007	9847	10523
g11728	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5828977;5829220;5829488;5829868;5830246;5830652;5830878	5829084;5829427;5829809;5830185;5830597;5830817;5831008	+;+;+;+;+;+;+	1605	174	348	246	108	174	140	236	267	112	257	630	550
g11729	CHR8;CHR8;CHR8;CHR8;CHR8	5832442;5832754;5834420;5834736;5835171	5832699;5833044;5834677;5834871;5835235	-;-;-;-;-	1008	3002	3295	3219	3248	2623	2577	2532	3320	2816	3321	2652	3283
g11730	CHR8;CHR8;CHR8;CHR8;CHR8	5835581;5835844;5836174;5836411;5836700	5835786;5836117;5836354;5836645;5836715	-;-;-;-;-	912	1158	899	952	875	821	1024	840	867	946	889	857	870
g11731	CHR8;CHR8;CHR8	5837601;5837742;5837951	5837603;5837891;5838226	+;+;+	429	1451	1330	1253	1234	1042	886	1150	1126	852	1501	1282	1262
g11732	CHR8;CHR8;CHR8;CHR8	5841770;5842286;5843931;5844911	5841921;5842460;5844811;5844971	-;-;-;-	1269	25999	24362	26955	26374	25412	30943	29216	35340	31864	31312	35743	40359
g11733	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5846595;5846595;5846595;5846931;5846931;5846931;5847982;5847982;5847997;5850665;5850665;5850665;5860992;5860992;5885625;5885625	5846756;5846756;5846756;5847131;5847131;5847131;5848292;5848292;5848292;5850950;5851008;5851008;5861184;5861184;5885754;5885754	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1341	255	258	280	240	202	328	236	334	289	282	393	278
g11734	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	5982605;5984759;5993162;6001164;6034295;6045345;6045542;6046117;6046404;6049081;6049333	5982676;5984929;5993368;6001563;6034422;6045474;6046056;6046344;6049025;6049268;6049429	-;-;-;-;-;-;-;-;-;-;-	4758	340	972	1197	890	561	1195	794	964	974	892	1296	1186
g11735	CHR8;CHR8	6034409;6034506	6034422;6034518	-;-	27	0	0	0	0	0	0	0	0	0	0	0	0
g11736	CHR8;CHR8	6050198;6050765	6050206;6051055	+;+	300	7	12	14	10	25	20	18	39	30	20	24	38
g11737	CHR8;CHR8	6055738;6057242	6055746;6057541	+;+	309	4	6	8	2	9	0	0	1	0	0	2	3
g11738	CHR8;CHR8	6059970;6061162	6059978;6061404	+;+	252	1439	5409	4705	2703	788	4439	5255	10752	6552	5625	7794	14428
g11739	CHR8;CHR8	6063986;6065520	6063994;6065828	+;+	318	938	643	739	819	802	681	823	1751	1214	949	1002	1008
g11740	CHR8;CHR8;CHR8	6069926;6072122;6072434	6069934;6072371;6072576	+;+;+	402	249	178	228	152	118	320	298	465	276	180	449	66
g11741	CHR8;CHR8	6072806;6073611	6072814;6073940	+;+	339	1	7	2	0	4	2	1	0	3	1	4	1
g11742	CHR8;CHR8	6075354;6076493	6075362;6077140	+;+	657	227	386	217	356	140	159	249	486	219	325	819	90
g11743	CHR8;CHR8	6082019;6083575	6082030;6083790	+;+	228	0	0	0	0	1	0	0	0	0	0	1	0
g11744	CHR8;CHR8	6085823;6085901	6085831;6086176	+;+	285	10	2	3	3	4	1	4	1	0	7	6	2
g11745	CHR8;CHR8;CHR8	6086869;6087293;6087416	6087237;6087355;6087433	-;-;-	450	105	60	67	27	4	122	46	65	5	128	67	39
g11746	CHR8;CHR8	6089057;6090158	6089578;6090172	-;-	537	9810	6046	11224	6901	8980	14137	5357	3961	4511	12314	12908	10050
g11747	CHR8;CHR8	6095011;6096246	6095025;6096686	+;+	456	3	2	0	14	1	19	54	37	93	92	5	13
g11748	CHR8;CHR8	6097008;6098462	6097475;6098491	-;-	498	66	43	78	24	46	86	60	205	147	93	72	72
g11749	CHR8;CHR8;CHR8;CHR8	6098776;6098776;6100678;6100678	6098798;6098798;6101002;6100987	-;-;-;-	348	4573	2640	3345	3190	2115	2309	3871	4068	3327	4884	5344	4170
g11750	CHR8;CHR8;CHR8;CHR8	6114917;6114932;6115016;6115016	6114955;6114955;6115684;6115684	+;+;+;+	708	81	48	129	109	50	30	115	125	126	121	163	101
g11751	CHR8;CHR8;CHR8	6118790;6118790;6119541	6119281;6119281;6119543	-;-;-	495	1059	581	474	625	448	500	844	687	850	1782	1191	1089
g11752	CHR8;CHR8;CHR8;CHR8	6125343;6125343;6126084;6126084	6125822;6125822;6126170;6126095	-;-;-;-	567	279	645	544	599	218	181	128	660	88	228	88	543
g11753	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6136064;6136552;6138181;6139012;6139105;6139293	6136487;6136686;6138530;6139047;6139234;6139396	+;+;+;+;+;+	1179	11	53	7	24	10	5	14	91	23	32	16	92
g11754	CHR8;CHR8;CHR8	6142111;6143650;6146063	6142122;6143789;6146210	+;+;+	300	3485	3104	1911	2772	1269	1640	1916	1512	1796	1757	1867	1734
g11755	CHR8;CHR8;CHR8	6146381;6146675;6146911	6146617;6146857;6146997	-;-;-	507	832	484	305	477	334	258	320	317	429	534	494	520
g11756	CHR8;CHR8;CHR8;CHR8	6147633;6147884;6148173;6148860	6147829;6148112;6148801;6149196	-;-;-;-	1392	530	573	336	499	511	442	322	566	264	395	657	393
g11757	CHR8;CHR8;CHR8;CHR8;CHR8;CHR8;CHR8	6149681;6149681;6149849;6149849;6150074;6150617;6150617	6149783;6149783;6150001;6150001;6150112;6150813;6150813	+;+;+;+;+;+;+	492	1123	1358	1082	998	1046	1087	1100	1336	1065	1409	1389	1318
g11758	CHR8;CHR8;CHR8	6154026;6154197;6154600	6154140;6154280;6154667	+;+;+	267	125	102	75	51	69	52	71	84	70	129	92	46
